company_name,domain,funding_usd,status,sector,shutdown_date,notes
Editorially,editorially.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
eLifestyles,ecountrylifestyle.com,,closed,journalism,,Market: Journalism; USA; Source: Crunchbase
Embedster,embedster.com,,closed,adtech,,Market: Advertising; Source: Crunchbase
Emirates Biodiesel,embio.ae,,closed,cleantech,,Market: Clean Technology; Source: Crunchbase
Encarnate,encarnate.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Energatix Studio,energatixstudio.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Enodo Software,enodosoftware.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
Eribis Pharmaceuticals,eribispharma.se,,closed,biotech,,Market: Biotechnology; SWE; Source: Crunchbase
Event Innovation,eventinnovation.com,,closed,networking,,Market: Networking; USA; Source: Crunchbase
EventHive,eventhive.com,,closed,saas,,Market: Software; Source: Crunchbase
Evertale,evertale.com,,closed,photography,,Market: Photography; DNK; Source: Crunchbase
everyArt,everyart.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Evident Software,evidentsoftware.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
Exchange Group,exchangegroup.co.uk,,closed,edtech,,Market: Education; GBR; Source: Crunchbase
Executive Channel,executivechannel.eu,,closed,media,,Market: News; GBR; Source: Crunchbase
Eyevensys,eyevensys.com,,closed,biotech,,Market: Biotechnology; FRA; Source: Crunchbase
Fablistic,fablistic.com,,closed,social search,,Market: Social Search; USA; Source: Crunchbase
FaceTags,faceta.gs,,closed,photography,,Market: Photography; Source: Crunchbase
FAD ? IO,fad.io,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Fanbouts,fanbouts.com,,closed,media,,Market: News; USA; Source: Crunchbase
Feedgen,feedgen.com,,closed,social crm,,Market: Social CRM; USA; Source: Crunchbase
Fifteen Reasons,planyp.us,,closed,career planning,,Market: Career Planning; USA; Source: Crunchbase
FIMBex,fimbex.com,,closed,crowdfunding,,Market: Crowdfunding; USA; Source: Crunchbase
Fipeo,fipeo.com,,closed,networking,,Market: Networking; Source: Crunchbase
Flagr,flagr.com,,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Flickme,flickme.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Fliggo,revzitv.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Formative Labs,formativelabs.com,,closed,cleantech,,Market: Clean Technology; Source: Crunchbase
Foundry Hiring,foundryhiring.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
Frazr,frazr.com,,closed,web hosting,,Market: Web Hosting; Source: Crunchbase
FreeLunched,freelunched.com,,closed,sales and marketing,,Market: Sales and Marketing; USA; Source: Crunchbase
freshbag,thefreshbag.com,,closed,other,,USA; Source: Crunchbase
Friend Traveler,friendtraveler.com,,closed,travel,,Market: Travel; USA; Source: Crunchbase
Friendly Wager App,friendlywager.me,,closed,sports,,Market: Sports; USA; Source: Crunchbase
Frogmetrics,frogmetrics.com,,closed,reviews and recommendations,,Market: Reviews and Recommendations; USA; Source: Crunchbase
froodies GmbH,froodies.de,,closed,hospitality,,Market: Hospitality; DEU; Source: Crunchbase
Gemisimo,gemisimo.com,,closed,public relations,,Market: Public Relations; Source: Crunchbase
GENEI Systems Inc.,geneisystems.com,,closed,paas,,Market: PaaS; USA; Source: Crunchbase
Get In,getinlive.com,,closed,analytics,,Market: Analytics; Source: Crunchbase
Giftology,giftology.com,,closed,social,,Market: Social Media; IND; Source: Crunchbase
Givespark,givespark.com,,closed,other,,USA; Source: Crunchbase
Glam .fr France,glam.fr,,closed,social network media,,Market: Social Network Media; FRA; Source: Crunchbase
Glass,shopglass.com,,closed,ecommerce,,Market: E-Commerce; USA; Source: Crunchbase
Godigex,godigex.com,,closed,music,,Market: Music; Source: Crunchbase
Gridcentric,gridcentric.com,,closed,saas,,Market: Software; CAN; Source: Crunchbase
Groupoff,groupoff.me,,closed,ecommerce,,Market: E-Commerce; Source: Crunchbase
Grows Up,growsup.com,,closed,ecommerce,,Market: E-Commerce; USA; Source: Crunchbase
Gruvie,gruvie.com,,closed,social network media,,Market: Social Network Media; USA; Source: Crunchbase
Hallway Social Learning Network,hallway.co,,closed,social,,Market: Social Media; USA; Source: Crunchbase
Health Impact Solutions,healthimpactsolutions.nl,,closed,healthtech,,Market: Health and Wellness; NLD; Source: Crunchbase
HealthLok,healthlok.com,,closed,healthtech,,Market: Health Care; USA; Source: Crunchbase
Heekya,heekya.com,,closed,photo sharing,,Market: Photo Sharing; Source: Crunchbase
HereOrThere,hereorthere.com,,closed,travel,,Market: Travel; GBR; Source: Crunchbase
HiBeam Internet & Voice,myhibeam.com,,closed,web hosting,,Market: Web Hosting; USA; Source: Crunchbase
Hiptype,hiptype.com,,closed,adtech,,Market: Advertising; Source: Crunchbase
Honestly Now,honestlynow.com,,closed,advice,,Market: Advice; USA; Source: Crunchbase
Hoonto,hoonto.com,,closed,other,,USA; Source: Crunchbase
HourVille,hourville.com,,closed,services,,Market: Services; USA; Source: Crunchbase
HubChilla,hubchilla.com,,closed,messaging,,Market: Messaging; USA; Source: Crunchbase
Hygeia Personal Care Products,hygeiapcp.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
i-Nalysis,i-nalysis.com,,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
I-Shake,i-shake.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
iBloom Technologies,helloexpert.com,,closed,curated web,,Market: Curated Web; IND; Source: Crunchbase
ididwork,ididwork.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Iggli,iggli.com,,closed,social,,Market: Social Media; USA; Source: Crunchbase
Ikwa Orientação Profissional,ikwa.com.br,,closed,social network media,,Market: Social Network Media; Source: Crunchbase
Imagiin.,imagiin.com,,closed,seo,,Market: SEO; FRA; Source: Crunchbase
IMScouting,imscouting.com,,closed,sports,,Market: Sports; ISR; Source: Crunchbase
InboxFever,inboxfever.com,,closed,messaging,,Market: Messaging; Source: Crunchbase
InboxQ,inboxq.com,,closed,search,,Market: Search; USA; Source: Crunchbase
Industriaplex,iplex.com,,closed,services,,Market: Consulting; USA; Source: Crunchbase
Infoharmoni,infoharmoni.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
InGameNow,ingamenow.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
InsideAxis™,insideaxis.com,,closed,saas,,Market: SaaS; USA; Source: Crunchbase
InstantQ,instantq.com,,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
Integrity IT Solutions,integ-it.com,,closed,saas,,Market: Enterprise Software; USA; Source: Crunchbase
IntroNiche,introniche.com,,closed,adtech,,Market: Advertising; BEL; Source: Crunchbase
ITema,itema.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
iWeebo,iweebo.com,,closed,social,,Market: Social Media; Source: Crunchbase
Jag.ag,jag.ag,,closed,mobile,,Market: Mobile; ISR; Source: Crunchbase
Jamglue,jamglue.com,,closed,music,,Market: Music; Source: Crunchbase
JobSyndicate,jobsyndicate.com,,closed,services,,Market: Consulting; Source: Crunchbase
Jooce,jooce.com,,closed,webos,,Market: WebOS; FRA; Source: Crunchbase
Jordan Training Technology Group,rubicon.com.jo,,closed,saas,,Market: Software; JOR; Source: Crunchbase
Jumper Networks,jumpernetworks.com,,closed,social bookmarking,,Market: Social Bookmarking; USA; Source: Crunchbase
Justyle,justyle.org,,closed,ecommerce,,Market: Fashion; Source: Crunchbase
Kappa Prime,kappaprime.com,,closed,life sciences,,Market: Life Sciences; GBR; Source: Crunchbase
Kaskado,kaskado.com,,closed,promotional,,Market: Promotional; SWE; Source: Crunchbase
Keenko,keenko.com,,closed,public relations,,Market: Public Relations; RUS; Source: Crunchbase
KeepFu,keepfu.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Kickplay,kickplay.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Kid Care Years,kidcareyears.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
KitBoost,kitboost.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Kite,kiteedu.com,,closed,edtech,,Market: Education; USA; Source: Crunchbase
Kliqed,linkoutapp.com,,closed,mobile,,Market: Mobile; GBR; Source: Crunchbase
Koduco,koduco.com,,closed,gaming,,Market: Games; Source: Crunchbase
KwiClick,kwiclick.com,,closed,web browsers,,Market: Web Browsers; USA; Source: Crunchbase
Leap In Entertainment,justleapin.com,,closed,virtual worlds,,Market: Virtual Worlds; CAN; Source: Crunchbase
LeapSky Wireless,leapskywireless.com,,closed,mobile,,Market: Mobile; SGP; Source: Crunchbase
Legal River,legalriver.com,,closed,legal,,Market: Legal; USA; Source: Crunchbase
Leotus,leotushomecooling.com,,closed,hardware + software,,Market: Hardware + Software; USA; Source: Crunchbase
LgDb.com,lgdb.com,,closed,other,,USA; Source: Crunchbase
LifeServe Innovations,lifeserveinnovations.com,,closed,other,,USA; Source: Crunchbase
Linkua,linkua.com,,closed,language learning,,Market: Language Learning; ESP; Source: Crunchbase
LinQpay,linqpay.com,,closed,fintech,,Market: Finance; USA; Source: Crunchbase
LiveGO,livego.com,,closed,messaging,,Market: Messaging; Source: Crunchbase
Livekick,livekick.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
LiveRSVP,liversvp.com,,closed,saas,,Market: SaaS; USA; Source: Crunchbase
LiveStub,techvibes.com,,closed,sports,,Market: Sports; Source: Crunchbase
London Television,weareldn.tv,,closed,television,,Market: Television; GBR; Source: Crunchbase
LP33.TV,lp33.tv,,closed,music,,Market: Music; USA; Source: Crunchbase
Ludi labs,ludilabs.com,,closed,other,,Source: Crunchbase
LugIron Software,lugiron.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
LuxTicket.sg,luxticket.sg,,closed,ecommerce,,Market: E-Commerce; SGP; Source: Crunchbase
MailWriter,mailwriter.com,,closed,messaging,,Market: Messaging; Source: Crunchbase
Mamaherb,mamaherb.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Mandata (Management & Data Services),mandata.co.uk,,closed,saas,,Market: Software; GBR; Source: Crunchbase
MDSmartSearch.com,mdsmartsearch.com,,closed,healthtech,,Market: Health and Wellness; USA; Source: Crunchbase
Medico.com,medico.com,,closed,healthtech,,Market: Health Care; USA; Source: Crunchbase
MergeLocal,mergelocal.com,,closed,iphone,,Market: iPhone; USA; Source: Crunchbase
Mersimo,mersimo.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
MetaNotes,metanotes.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
MetroFlats.com,metroflats.com,,closed,hotels,,Market: Hotels; USA; Source: Crunchbase
mgMEDIA,microgenesismedia.com,,closed,television,,Market: Television; ESP; Source: Crunchbase
Micromuscle,micromuscle.com,,closed,biotech,,Market: Biotechnology; Source: Crunchbase
MightyQuiz,mightyquiz.com,,closed,web tools,,Market: Web Tools; USA; Source: Crunchbase
MIKESTAR,mikestar.com,,closed,music,,Market: Music; DEU; Source: Crunchbase
Minds in Motion Electronics (MiME),mimetoys.com,,closed,gaming,,Market: Games; Source: Crunchbase
Minefold,minefold.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Mixaloo,mixaloo.com,,closed,music,,Market: Music; USA; Source: Crunchbase
Mixwit,mixwit.com,,closed,music,,Market: Music; Source: Crunchbase
Moki.tv,moki.tv,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Monkey Analytics,monkeyanalytics.com,,closed,analytics,,Market: Analytics; USA; Source: Crunchbase
Movolo.com,movolo.com,,closed,travel,,Market: Travel; ITA; Source: Crunchbase
Multi-AMP Engineering Sdn,maesb.com.my,,closed,hardware + software,,Market: Hardware + Software; MYS; Source: Crunchbase
MumsWay,mumsway.com,,closed,ecommerce,,Market: E-Commerce; GBR; Source: Crunchbase
Muxlim,muxlim.com,,closed,curated web,,Market: Curated Web; FIN; Source: Crunchbase
Muzui,muzui.com,,closed,gaming,,Market: Games; Source: Crunchbase
My Digital Life,mydigitallife.com,,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
My Sourcebox,mysourcebox.com,,closed,other,,USA; Source: Crunchbase
Mybandstock,mybandstock.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
myGreek,mygreek.org,,closed,colleges,,Market: Colleges; USA; Source: Crunchbase
Myndnet,myndnet.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
Myrl,myrl.com,,closed,virtual worlds,,Market: Virtual Worlds; GBR; Source: Crunchbase
MySocialNightlife,mysocialnightlife.com,,closed,other,,Source: Crunchbase
MyToons,mytoons.com,,closed,media,,Market: Video; USA; Source: Crunchbase
MyTrainer,mytrainer.com,,closed,social network media,,Market: Social Network Media; Source: Crunchbase
Naabo Solutions,naabo.com,,closed,saas,,Market: Software; IND; Source: Crunchbase
Nambii,nambii.com,,closed,online dating,,Market: Online Dating; Source: Crunchbase
Nanorex,nanoengineer-1.com,,closed,nanotechnology,,Market: Nanotechnology; Source: Crunchbase
National Banana,nationalbanana.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
Navajo Systems,navajosystems.com,,closed,security,,Market: Security; ISR; Source: Crunchbase
Nelbee,nelbee.com,,closed,online scheduling,,Market: Online Scheduling; USA; Source: Crunchbase
NetzVacation,netzvacation.com,,closed,travel,,Market: Travel; Source: Crunchbase
Newslabs,newslabs.com,,closed,curated web,,Market: Curated Web; FRA; Source: Crunchbase
niid.to,niid.to,,closed,file sharing,,Market: File Sharing; GBR; Source: Crunchbase
Nonoba,nchyn.blogspot.de,,closed,gaming,,Market: Games; DNK; Source: Crunchbase
North by South,northxsouth.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
Notifo,notifo.com,,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
Nutzvieh24,vieh24.de,,closed,fintech,,Market: Finance; DEU; Source: Crunchbase
NXTM,whooznxt.com,,closed,gaming,,Market: Games; Source: Crunchbase
Offbeat Guides,offbeatguides.com,,closed,travel,,Market: Travel; USA; Source: Crunchbase
Olah-Viq Software Solutions,olahviq.com,,closed,web development,,Market: Web Development; IND; Source: Crunchbase
Ondeego,ondeego.com,,closed,mobile,,Market: Mobile; USA; Source: Crunchbase
orderTopia,ordertopia.com,,closed,ecommerce,,Market: E-Commerce; USA; Source: Crunchbase
P3 New Media,seechicago.com,,closed,other,,USA; Source: Crunchbase
PagaTodo Mobile,brincoapps.com,,closed,mobile coupons,,Market: Mobile Coupons; MEX; Source: Crunchbase
Parallocity,parallocity.com,,closed,analytics,,Market: Analytics; IND; Source: Crunchbase
PCD Partners,pcdpartners.com,,closed,healthtech,,Market: Health Care; USA; Source: Crunchbase
People and Pages,peopleandpages.com,,closed,saas,,Market: Software; Source: Crunchbase
People's Software Company,peoplessoftware.com,,closed,saas,,Market: Software; USA; Source: Crunchbase
Phrazit,phrazit.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Pictorama,pictorama.com,,closed,marketplaces,,Market: Marketplaces; DEU; Source: Crunchbase
Pinchd,pinchd.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
Placeling,placeling.com,,closed,mobile,,Market: Mobile; CAN; Source: Crunchbase
Plan A Drink,planadrink.com,,closed,social,,Market: Social Media; Source: Crunchbase
PlayCafe,playcafe.com,,closed,gaming,,Market: Games; USA; Source: Crunchbase
PlayCrafter,playcrafter.com,,closed,gaming,,Market: Games; Source: Crunchbase
Plurchase,plurchase.com,,closed,curated web,,Market: Curated Web; Source: Crunchbase
pocketfungames,pocketfungames.com,,closed,gaming,,Market: Games; Source: Crunchbase
Popcuts,popcuts.com,,closed,music,,Market: Music; USA; Source: Crunchbase
PopJam,eu.techcrunch.com,,closed,curated web,,Market: Curated Web; GBR; Source: Crunchbase
Popset,popset.com,,closed,collaboration,,Market: Collaboration; USA; Source: Crunchbase
Popularo,popularo.com,,closed,social bookmarking,,Market: Social Bookmarking; USA; Source: Crunchbase
Povo,povo.com,,closed,adtech,,Market: Advertising; USA; Source: Crunchbase
"Praized Media, Inc.",praizedmedia.com,,closed,search,,Market: Search; Source: Crunchbase
PrePay,prepayapp.com,,closed,fintech,,Market: Finance; USA; Source: Crunchbase
PriceTag,pricetag.eu,,closed,local businesses,,Market: Local Businesses; EST; Source: Crunchbase
Prim,getprim.com,,closed,ecommerce,,Market: E-Commerce; USA; Source: Crunchbase
PROnoise,pronoise.com,,closed,music,,Market: Music; Source: Crunchbase
Pulse Technologies,pulseliving.com,,closed,hardware + software,,Market: Hardware + Software; ARE; Source: Crunchbase
PushButton Labs,pushbuttonlabs.com,,closed,social games,,Market: Social Games; Source: Crunchbase
Qire,qire.co.uk,,closed,messaging,,Market: Messaging; GBR; Source: Crunchbase
Qubulus,qubulus.com,,closed,public transportation,,Market: Public Transportation; SWE; Source: Crunchbase
Query Hunter,queryhunter.com,,closed,data mining,,Market: Data Mining; CAN; Source: Crunchbase
R-Health,rhealth.md,,closed,saas,,Market: Software; USA; Source: Crunchbase
Raffstar,raffstar.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
RampedMedia,ramped.com,,closed,curated web,,Market: Curated Web; USA; Source: Crunchbase
